Business Line,Anonymized_PCP_UID,Anonymized_Facility_UID,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Minnesota ADAPT,P44,F1177,0,0,0,0,0,0,0,0,0,0,2,2
Minnesota ADAPT,P44,F1211,0,0,0,0,0,0,0,0,0,0,0,3
Minnesota ADAPT,P44,F178,2,2,2,3,3,3,4,4,2,2,2,2
Minnesota ADAPT,P44,F196,9,9,9,9,8,8,9,8,8,8,8,7
Minnesota ADAPT,P44,F197,3,2,2,2,2,2,2,2,2,3,3,3
Minnesota ADAPT,P44,F243,1,1,2,2,2,2,1,1,1,1,1,1
Minnesota ADAPT,P44,F292,55,55,57,55,54,58,61,62,64,62,55,52
Minnesota ADAPT,P44,F373,8,8,7,8,7,7,8,8,8,9,10,9
Minnesota ADAPT,P44,F397,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P44,F398,18,18,17,18,19,20,20,20,20,20,20,20
Minnesota ADAPT,P44,F475,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F480,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F541,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F542,3,3,3,3,3,3,2,2,2,2,2,2
Minnesota ADAPT,P44,F567,2,2,2,2,2,2,2,2,2,1,1,2
Minnesota ADAPT,P44,F576,9,9,9,10,9,10,9,9,9,9,9,9
Minnesota ADAPT,P44,F628,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F629,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F630,11,11,11,12,12,12,12,12,12,13,13,13
Minnesota ADAPT,P44,F648,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F669,8,8,8,8,8,8,8,8,8,8,7,6
Minnesota ADAPT,P44,F696,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P44,F697,2,3,3,3,3,3,3,3,4,4,4,4
Minnesota ADAPT,P44,F698,8,9,9,7,8,6,6,6,6,6,5,6
Minnesota ADAPT,P44,F727,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P44,F730,4,4,4,4,4,4,4,4,3,3,3,3
Minnesota ADAPT,P44,F731,5,5,5,5,5,5,5,5,6,6,6,6
Minnesota ADAPT,P44,F732,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P44,F74,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P44,F743,2,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F75,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F780,2,2,2,2,2,2,2,2,2,2,2,3
Minnesota ADAPT,P44,F787,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F788,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F795,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F804,2,2,2,2,1,2,1,2,2,2,2,2
Minnesota ADAPT,P44,F805,4,4,4,4,4,4,4,4,4,3,3,3
Minnesota ADAPT,P44,F806,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F807,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F821,3,3,3,3,3,3,3,3,3,2,2,2
Minnesota ADAPT,P44,F822,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F827,4,4,4,4,3,3,3,3,3,3,3,4
Minnesota ADAPT,P44,F845,4,4,4,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F846,3,3,3,3,3,3,3,3,3,3,2,2
Minnesota ADAPT,P44,F847,3,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F871,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F889,3,3,3,3,3,3,3,2,2,2,2,2
Minnesota ADAPT,P44,F907,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P44,F908,0,1,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P44,F922,2,2,2,2,2,2,3,3,3,3,3,3
Minnesota ADAPT,P44,F927,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F932,0,1,1,1,0,0,2,2,2,2,2,2
Minnesota ADAPT,P44,F936,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P44,F957,4,4,4,4,4,4,4,3,3,3,3,3
Minnesota ADAPT,P44,F961,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F966,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F969,2,2,3,3,3,3,2,2,3,3,3,3
Minnesota ADAPT,P44,F971,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P44,F990,1,1,1,1,1,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F1001,0,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F1008,3,2,2,2,2,2,1,1,2,2,2,2
Minnesota ADAPT,P73,F1028,0,0,0,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F1054,0,0,0,1,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F1058,0,0,0,0,1,1,3,3,3,3,3,3
Minnesota ADAPT,P73,F112,2,2,2,2,2,2,2,2,2,3,3,3
Minnesota ADAPT,P73,F113,4,4,4,4,4,4,4,4,4,4,4,5
Minnesota ADAPT,P73,F114,4,4,4,4,4,4,4,4,4,3,4,4
Minnesota ADAPT,P73,F1147,0,0,0,0,0,0,0,0,0,1,1,2
Minnesota ADAPT,P73,F1153,0,0,0,0,0,0,0,0,0,3,4,4
Minnesota ADAPT,P73,F1172,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P73,F178,2,2,2,3,3,3,4,4,2,2,2,2
Minnesota ADAPT,P73,F179,2,2,2,2,2,2,2,1,1,1,1,1
Minnesota ADAPT,P73,F180,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F220,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F221,3,2,2,2,4,6,6,6,6,5,6,5
Minnesota ADAPT,P73,F222,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F223,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F336,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F337,1,1,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F338,1,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F398,18,18,17,18,19,20,20,20,20,20,20,20
Minnesota ADAPT,P73,F422,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F423,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F424,22,22,22,23,21,23,23,22,23,24,24,24
Minnesota ADAPT,P73,F425,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P73,F498,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F499,25,26,26,25,25,24,23,22,25,22,24,24
Minnesota ADAPT,P73,F532,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F551,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P73,F552,5,5,5,5,6,6,6,6,6,6,6,6
Minnesota ADAPT,P73,F640,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F641,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F642,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F672,6,6,6,5,5,5,5,5,6,6,6,6
Minnesota ADAPT,P73,F680,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F681,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F687,4,4,5,5,5,5,5,6,5,6,6,6
Minnesota ADAPT,P73,F693,4,4,4,4,4,4,4,4,3,3,4,4
Minnesota ADAPT,P73,F706,4,4,4,3,4,4,4,4,4,4,4,4
Minnesota ADAPT,P73,F707,4,4,4,4,4,4,4,4,3,3,3,4
Minnesota ADAPT,P73,F708,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F734,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F735,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P73,F736,3,3,3,4,4,4,4,3,3,3,3,3
Minnesota ADAPT,P73,F737,3,2,2,1,1,1,1,0,0,0,0,0
Minnesota ADAPT,P73,F781,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F791,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F802,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F803,3,3,3,3,3,3,3,3,4,4,4,4
Minnesota ADAPT,P73,F804,2,2,2,2,1,2,1,2,2,2,2,2
Minnesota ADAPT,P73,F815,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F816,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P73,F817,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F834,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F835,4,5,5,5,4,4,4,3,2,2,3,3
Minnesota ADAPT,P73,F836,1,1,1,1,1,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F837,1,1,1,1,1,1,1,2,2,2,2,2
Minnesota ADAPT,P73,F847,3,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F849,2,2,2,2,3,3,3,3,3,3,3,4
Minnesota ADAPT,P73,F850,1,1,1,1,1,1,1,2,2,2,1,2
Minnesota ADAPT,P73,F851,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F867,2,2,2,2,2,2,2,3,3,3,3,3
Minnesota ADAPT,P73,F870,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F873,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F874,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F896,2,2,2,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F897,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F898,1,1,1,1,1,1,1,1,1,2,1,1
Minnesota ADAPT,P73,F905,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F906,4,4,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F926,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F938,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P73,F960,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P73,F967,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F987,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P73,F995,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F1001,0,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F1005,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F1007,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F1008,3,2,2,2,2,2,1,1,2,2,2,2
Minnesota ADAPT,P8,F1016,1,1,1,1,1,1,1,1,1,1,0,0
Minnesota ADAPT,P8,F1048,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F1049,0,0,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F1058,0,0,0,0,1,1,3,3,3,3,3,3
Minnesota ADAPT,P8,F1066,1,0,0,0,1,2,2,2,1,1,1,1
Minnesota ADAPT,P8,F1115,0,0,0,0,0,0,0,1,1,1,1,1
Minnesota ADAPT,P8,F1118,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F1122,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F1133,0,0,0,0,0,0,0,0,1,1,1,1
Minnesota ADAPT,P8,F1168,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P8,F1171,0,0,0,0,0,0,0,0,0,0,2,3
Minnesota ADAPT,P8,F1172,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P8,F16,1,1,1,1,1,1,0,0,0,0,0,0
Minnesota ADAPT,P8,F168,56,56,54,52,49,53,48,46,46,46,50,49
Minnesota ADAPT,P8,F17,3,3,3,4,3,3,2,2,2,2,2,3
Minnesota ADAPT,P8,F178,2,2,2,3,3,3,4,4,2,2,2,2
Minnesota ADAPT,P8,F18,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F254,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F255,2,2,2,2,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F256,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F267,4,4,4,4,4,4,3,4,4,4,4,4
Minnesota ADAPT,P8,F363,3,3,3,3,3,2,2,2,2,1,1,1
Minnesota ADAPT,P8,F364,3,4,4,4,4,4,4,3,2,2,2,2
Minnesota ADAPT,P8,F365,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F366,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F389,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F445,1,1,1,1,1,4,4,4,4,4,4,3
Minnesota ADAPT,P8,F446,5,5,4,4,4,4,4,4,4,4,4,3
Minnesota ADAPT,P8,F447,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F462,5,6,6,6,6,5,6,6,6,6,6,5
Minnesota ADAPT,P8,F463,6,6,6,6,6,5,6,6,6,5,5,4
Minnesota ADAPT,P8,F464,9,9,10,9,9,9,9,9,9,9,8,10
Minnesota ADAPT,P8,F469,1,1,1,1,1,1,2,2,2,2,2,2
Minnesota ADAPT,P8,F514,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F515,2,1,1,1,1,1,1,0,0,0,0,0
Minnesota ADAPT,P8,F526,50,48,49,49,49,49,50,49,48,48,48,47
Minnesota ADAPT,P8,F569,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F570,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F571,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F577,5,5,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F609,4,4,4,4,4,4,3,3,3,3,3,3
Minnesota ADAPT,P8,F617,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F652,2,2,2,2,2,2,2,1,1,2,2,2
Minnesota ADAPT,P8,F653,2,2,2,1,2,2,1,1,1,3,3,2
Minnesota ADAPT,P8,F654,2,2,2,3,3,4,4,4,4,2,2,3
Minnesota ADAPT,P8,F679,4,4,4,4,4,3,3,3,2,2,2,2
Minnesota ADAPT,P8,F680,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F681,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F706,4,4,4,3,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F714,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F715,4,4,4,4,4,4,4,4,4,3,3,3
Minnesota ADAPT,P8,F716,2,3,2,2,2,2,2,2,3,3,3,3
Minnesota ADAPT,P8,F717,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F718,4,4,3,3,3,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F738,1,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F747,3,3,3,3,3,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F748,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F752,5,5,6,6,6,6,6,6,6,6,6,6
Minnesota ADAPT,P8,F775,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F776,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F777,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F781,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F796,4,4,4,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F797,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F811,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F823,2,2,2,2,1,1,1,2,2,2,2,2
Minnesota ADAPT,P8,F839,2,2,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F840,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F853,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P8,F854,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F861,2,2,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F879,4,4,4,4,4,4,4,3,3,4,3,3
Minnesota ADAPT,P8,F882,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F892,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F893,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F910,0,2,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F923,5,6,5,5,6,6,6,6,6,6,6,7
Minnesota ADAPT,P8,F928,0,2,2,2,2,3,3,3,3,3,3,2
Minnesota ADAPT,P8,F945,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F946,3,3,3,3,3,3,3,2,2,2,2,2
Minnesota ADAPT,P8,F947,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F952,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F954,3,3,3,3,3,3,3,3,3,3,3,2
Minnesota ADAPT,P8,F955,2,2,2,2,2,2,2,2,2,2,1,1
Minnesota ADAPT,P8,F956,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P8,F975,4,4,4,4,4,4,4,4,4,4,4,3
Minnesota ADAPT,P8,F977,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P8,F982,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P8,F988,0,0,1,2,1,1,1,1,0,0,0,0
Minnesota ADAPT,P8,F996,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F1000,2,2,2,2,2,2,2,1,1,1,1,1
Minnesota ADAPT,P95,F1001,0,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1002,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1005,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F1007,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1012,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F1014,0,0,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F1018,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1020,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F1027,0,0,2,5,8,6,6,5,5,6,6,5
Minnesota ADAPT,P95,F1028,0,0,0,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1036,0,0,0,2,4,4,4,2,4,3,3,3
Minnesota ADAPT,P95,F1037,0,0,0,3,5,5,6,6,6,6,6,6
Minnesota ADAPT,P95,F1038,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F1046,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1048,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F1054,0,0,0,1,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1055,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1056,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1058,0,0,0,0,1,1,3,3,3,3,3,3
Minnesota ADAPT,P95,F1062,0,0,0,1,1,1,1,1,1,1,2,2
Minnesota ADAPT,P95,F1064,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F1066,1,0,0,0,1,2,2,2,1,1,1,1
Minnesota ADAPT,P95,F1068,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1070,0,0,0,0,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F1071,0,0,0,0,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F1074,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1076,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1079,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1081,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1084,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1092,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F1094,0,0,0,0,0,0,4,4,4,4,4,4
Minnesota ADAPT,P95,F1097,0,0,0,0,0,0,1,2,3,3,3,3
Minnesota ADAPT,P95,F1119,0,0,0,0,0,0,0,1,1,1,1,1
Minnesota ADAPT,P95,F112,2,2,2,2,2,2,2,2,2,3,3,3
Minnesota ADAPT,P95,F1130,0,0,0,0,0,0,0,0,2,4,5,5
Minnesota ADAPT,P95,F1135,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P95,F114,4,4,4,4,4,4,4,4,4,3,4,4
Minnesota ADAPT,P95,F1142,0,0,0,0,0,0,0,0,0,4,4,5
Minnesota ADAPT,P95,F1151,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P95,F1155,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P95,F1156,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P95,F1165,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P95,F1168,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P95,F1178,0,0,0,0,0,0,0,0,0,0,0,1
Minnesota ADAPT,P95,F1211,0,0,0,0,0,0,0,0,0,0,0,3
Minnesota ADAPT,P95,F130,5,5,5,5,5,5,5,5,5,5,5,5
Minnesota ADAPT,P95,F132,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F133,4,4,4,4,4,4,5,4,4,4,4,4
Minnesota ADAPT,P95,F134,14,14,14,14,14,14,14,14,14,14,14,14
Minnesota ADAPT,P95,F153,5,5,5,5,6,6,6,6,6,6,6,5
Minnesota ADAPT,P95,F16,1,1,1,1,1,1,0,0,0,0,0,0
Minnesota ADAPT,P95,F168,56,56,54,52,49,53,48,46,46,46,50,49
Minnesota ADAPT,P95,F176,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F177,3,4,4,4,4,4,4,3,4,4,4,4
Minnesota ADAPT,P95,F178,2,2,2,3,3,3,4,4,2,2,2,2
Minnesota ADAPT,P95,F179,2,2,2,2,2,2,2,1,1,1,1,1
Minnesota ADAPT,P95,F180,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F196,9,9,9,9,8,8,9,8,8,8,8,7
Minnesota ADAPT,P95,F197,3,2,2,2,2,2,2,2,2,3,3,3
Minnesota ADAPT,P95,F220,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F221,3,2,2,2,4,6,6,6,6,5,6,5
Minnesota ADAPT,P95,F222,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F242,2,2,2,2,2,2,1,1,0,1,2,2
Minnesota ADAPT,P95,F243,1,1,2,2,2,2,1,1,1,1,1,1
Minnesota ADAPT,P95,F244,3,3,3,3,3,3,2,2,2,2,2,2
Minnesota ADAPT,P95,F246,3,3,3,3,2,2,2,3,3,3,3,3
Minnesota ADAPT,P95,F254,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F255,2,2,2,2,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F266,3,2,2,2,2,2,2,2,2,2,3,3
Minnesota ADAPT,P95,F267,4,4,4,4,4,4,3,4,4,4,4,4
Minnesota ADAPT,P95,F283,4,4,4,4,3,3,3,4,4,4,4,4
Minnesota ADAPT,P95,F29,20,19,19,20,18,18,18,17,17,17,17,17
Minnesota ADAPT,P95,F290,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F292,55,55,57,55,54,58,61,62,64,62,55,52
Minnesota ADAPT,P95,F337,1,1,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F338,1,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F354,4,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F355,4,4,4,3,3,3,3,4,3,4,4,4
Minnesota ADAPT,P95,F356,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F357,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F358,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F359,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F363,3,3,3,3,3,2,2,2,2,1,1,1
Minnesota ADAPT,P95,F364,3,4,4,4,4,4,4,3,2,2,2,2
Minnesota ADAPT,P95,F373,8,8,7,8,7,7,8,8,8,9,10,9
Minnesota ADAPT,P95,F374,8,8,7,7,7,8,8,7,8,8,8,8
Minnesota ADAPT,P95,F382,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F388,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F397,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F398,18,18,17,18,19,20,20,20,20,20,20,20
Minnesota ADAPT,P95,F4,13,11,11,11,11,11,11,10,12,13,11,11
Minnesota ADAPT,P95,F422,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P95,F423,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F424,22,22,22,23,21,23,23,22,23,24,24,24
Minnesota ADAPT,P95,F425,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P95,F438,4,3,3,2,2,2,2,2,2,4,4,4
Minnesota ADAPT,P95,F44,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F445,1,1,1,1,1,4,4,4,4,4,4,3
Minnesota ADAPT,P95,F446,5,5,4,4,4,4,4,4,4,4,4,3
Minnesota ADAPT,P95,F447,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F45,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P95,F453,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P95,F454,21,19,20,19,18,18,20,21,19,20,20,19
Minnesota ADAPT,P95,F455,3,3,3,3,3,3,3,3,3,3,3,4
Minnesota ADAPT,P95,F460,4,3,3,4,4,4,4,4,4,4,4,4
